level,seq,simplified,traditional,pinyin,hsk_pinyin,english,cedict_meaning,freq
6,4661,毅力,毅力,yi4 li4,yì lì,"perseverance, willpower,","perseverance
willpower",53
6,4766,增添,增添,zeng1 tian1,zēng tiān,"to add, to increase,","to add
to increase",53
6,4966,自卑,自卑,zi4 bei1,zì bēi,"feeling inferior, self-abased,","to have low self-esteem
to abase oneself",53
6,3122,腹泻,腹瀉,fu4 xie4,fù xiè,"diarrhea, to have the runs,","diarrhea
to have the runs",52
6,3154,隔阂,隔閡,ge2 he2,gé hé,"estrangement,","misunderstanding
estrangement
(language etc) barrier",52
6,3296,后勤,後勤,hou4 qin2,hòu qín,"logistics,",logistics,52
6,3410,坚实,堅實,jian1 shi2,jiān shí,"firm and substantial, solid,","firm and substantial
solid",52
6,3862,譬如,譬如,pi4 ru2,pì rú,"for example, for instance, such as,","for example
for instance
such as",52
6,3921,启事,啟事,qi3 shi4,qǐ shì,"announcement (written, on billboard, letter, newspaper or website), to post information, a notice,","announcement (written, on billboard, letter, newspaper or website)
to post information
a notice",52
6,4333,妥善,妥善,tuo3 shan4,tuǒ shàn,"appropriate, proper,",appropriate; proper,52
6,4686,庸俗,庸俗,yong1 su2,yōng sú,"filthy, vulgar, debased,","vulgar
tacky
tawdry",52
6,4859,指标,指標,zhi3 biao1,zhǐ biāo,"norm, index, target,","(production) target
quota
index
indicator
sign
signpost
(computing) pointer",52
6,2801,重叠,重疊,chong2 die2,chóng dié,"to overlap, to superimpose, to telescope, to run together, to duplicate, one over another, superposition, an overlap, redundancy, reduplication (in Chinese grammar, e.g. 散散步 to have a stroll),","to overlap
to superimpose
to telescope
to run together
to duplicate
one over another
superposition
an overlap
redundancy
reduplication (in Chinese grammar, e.g. 散散步[san4 san4 bu4] to have a stroll)",51
6,2843,雌雄,雌雄,ci2 xiong2,cí xióng,"male and female,",male and female,51
6,3576,颗粒,顆粒,ke1 li4,kē lì,"kernel, granule, granulated (sugar, chemical product),","kernel
granule
granulated (sugar, chemical product)",51
6,3764,面貌,面貌,mian4 mao4,miàn mào,"appearance, face, features, CL:個|个[gè],","face; features
appearance; look
CL:個|个[ge4]",51
6,4089,深奥,深奧,shen1 ao4,shēn ào,"profound, abstruse, recondite, profoundly,","profound
abstruse
recondite
profoundly",51
6,4465,相差,相差,xiang1 cha4,xiāng chà,"to differ, discrepancy between,","to differ
discrepancy between",51
6,4530,凶恶,兇惡,xiong1 e4,xiōng è,"variant of 兇惡|凶恶, fierce, ferocious, fiendish, frightening,","fierce
ferocious
fiendish
frightening",51
6,4902,周密,周密,zhou1 mi4,zhōu mì,"careful, thorough,","careful
thorough
meticulous
dense
impenetrable",51
6,2812,出息,出息,chu1 xi1,chū xi,"future prospects, profit, to mature, to grow up,","to yield interest, profit etc
to exhale (Buddhism)",50
6,3267,好客,好客,hao4 ke4,hào kè,"hospitality, to treat guests well, to enjoy having guests, hospitable, friendly,","hospitality
to treat guests well
to enjoy having guests
hospitable
friendly",50
6,3375,急剧,急劇,ji2 ju4,jí jù,"rapid, sudden,",rapid; sudden,50
6,4312,投掷,投擲,tou2 zhi4,tóu zhì,"to throw sth a long distance, to hurl, to throw at, to throw (dice etc), to flip (a coin),","to throw sth a long distance
to hurl
to throw at
to throw (dice etc)
to flip (a coin)",50
6,4695,优异,優異,you1 yi4,yōu yì,"exceptional, outstandingly good,",exceptional; outstandingly good,50
6,4928,铸造,鑄造,zhu4 zao4,zhù zào,"to cast (pour metal into a mold),",to cast (pour metal into a mold),50
6,4934,专题,專題,zhuan1 ti2,zhuān tí,"special topic,","specific topic (addressed by a book, lecture, TV program etc)
article, report or program etc on a specific topic",50
6,2656,伯母,伯母,bo2 mu3,bó mǔ,"wife of father's elder brother, aunt, (polite form of address for a woman who is about the age of one's mother), CL:個|个[gè],","wife of father's elder brother
aunt
(polite form of address for a woman who is about the age of one's mother)
CL:個|个[ge4]",49
6,3037,范畴,範疇,fan4 chou2,fàn chóu,"category,",category,49
6,3206,鼓动,鼓動,gu3 dong4,gǔ dòng,"to agitate, to arouse, to instigate, to encite,","to urge (an activity that may be beneficial, harmful or neutral); to encourage; to agitate; to instigate; to incite
to beat; to flap (wings, a fan etc)",49
6,3781,摸索,摸索,mo1 suo5,mō suo,"to feel about, to grope about, to fumble, to do things slowly,","to feel about
to grope about
to fumble
to do things slowly",49
6,3836,排放,排放,pai2 fang4,pái fàng,"emission, discharge, exhaust (gas etc),","to arrange in order
to emit; to discharge (exhaust gas, waste water etc)
(of animals) to ovulate; to discharge semen",49
6,4280,田径,田徑,tian2 jing4,tián jìng,"track and field (athletics),",track and field (athletics),49
6,4562,雪上加霜,雪上加霜,xue3 shang4 jia1 shuang1,xuě shàng jiā shuāng,"to add hail to snow (idiom); one disaster on top of another, to make things worse in a bad situation,","(idiom) to make matters even worse
to add insult to injury",49
6,4874,致辞,致辭,zhi4 ci2,zhì cí,"to express in words or writing, to make a speech (esp. short introduction, vote of thanks, afterword, funeral homily etc), to address (an audience), same as 致詞|致词,","to express in words or writing
to make a speech (esp. short introduction, vote of thanks, afterword, funeral homily etc)
to address (an audience)
same as 致詞|致词",49
6,4937,转让,轉讓,zhuan3 rang4,zhuǎn ràng,"transfer (technology, goods etc), conveyancing (property),","to transfer (ownership, rights etc)",49
6,2530,百分点,百分點,bai3 fen1 dian3,bǎi fēn diǎn,"percentage point,",percentage point,48
6,2654,博览会,博覽會,bo2 lan3 hui4,bó lǎn huì,"exposition, international fair,","exposition
international fair",48
6,2682,布局,佈局,bu4 ju2,bù jú,"arrangement, composition, layout, opening (chess jargon),","arrangement
composition
layout
opening (chess jargon)",48
6,3124,改良,改良,gai3 liang2,gǎi liáng,"to improve,","to improve (sth)
to reform (a system)",48
6,3476,解体,解體,jie3 ti3,jiě tǐ,"to break up into components, to disintegrate, to collapse, to crumble,","to break up into components
to disintegrate
to collapse
to crumble",48
6,3656,利害,利害,li4 hai4,lì hài,"pros and cons, advantages and disadvantages, gains and losses,","pros and cons
advantages and disadvantages
gains and losses",48
6,3704,轮船,輪船,lun2 chuan2,lún chuán,"steamship, steamer, ocean liner, ship, CL:艘[sōu],","steamship; steamer; steamboat
CL:艘[sou1]",48
6,3945,迁就,遷就,qian1 jiu4,qiān jiù,"to yield, to adapt to, to accommodate to (sth),","to yield
to adapt to
to accommodate to (sth)",48
6,4218,饲养,飼養,si4 yang3,sì yǎng,"to raise, to rear,","to raise
to rear",48
6,4515,腥,腥,xing1,xīng,"fishy (smell),",fishy (smell),48
6,4537,休养,休養,xiu1 yang3,xiū yǎng,"to recuperate, to recover, to convalesce,","to recuperate
to recover
to convalesce",48
6,4899,舟,舟,zhou1,zhōu,"boat,",boat,48
6,4998,作废,作廢,zuo4 fei4,zuò fèi,"to become invalid, to cancel, to delete, to nullify,","to become invalid
to cancel
to delete
to nullify",48
6,2661,不像话,不像話,bu4 xiang4 hua4,bù xiàng huà,"unreasonable, shocking, outrageous,","unreasonable
shocking
outrageous",47
6,3034,反思,反思,fan3 si1,fǎn sī,"to think back over sth, to review, to revisit, to rethink, reflection, reassessment,","to think back over sth
to review
to revisit
to rethink
reflection
reassessment",47
6,3229,规格,規格,gui1 ge2,guī gé,"standard, norm, specification,","standard
norm
specification",47
6,3241,果断,果斷,guo3 duan4,guǒ duàn,"firm, decisive,","firm
decisive",47
6,3422,简化,簡化,jian3 hua4,jiǎn huà,"to simplify,",to simplify,47
6,3423,简陋,簡陋,jian3 lou4,jiǎn lòu,"simple and crude (of a room or building),",simple and crude,47
6,4267,提炼,提煉,ti2 lian4,tí liàn,"to extract (ore, minerals etc), to refine, to purify, to process,","to extract (ore, minerals etc)
to refine
to purify
to process",47
6,4372,唯独,唯獨,wei2 du2,wéi dú,"only, just (i.e. it is only that...), all except, unique,","only
just (i.e. it is only that...)
all except
unique",47
6,4814,阵容,陣容,zhen4 rong2,zhèn róng,"troop arrangement, battle formation, line-up (of a sports team etc),","troop arrangement
battle formation
lineup (of a sports team etc)",47
6,2712,嘈杂,嘈雜,cao2 za2,cáo zá,"noisy, clamorous,","noisy
clamorous",46
6,2929,地质,地質,di4 zhi4,dì zhì,"geology,",geology,46
6,3009,发呆,發呆,fa1 dai1,fā dāi,"to stare blankly, to be stunned, to be lost in thought,","to stare blankly
to be stunned
to be lost in thought",46
6,3042,方针,方針,fang1 zhen1,fāng zhēn,"policy, guidelines, CL:個|个[gè],","policy
guidelines
CL:個|个[ge4]",46
6,3064,分红,分紅,fen1 hong2,fēn hóng,"a bonus, to award a bonus,","dividend
to award a bonus",46
6,3118,附件,附件,fu4 jian4,fù jiàn,"enclosure, attachment (email), appendix,","enclosure
attachment (email)
appendix",46
6,3126,干旱,乾旱,gan1 han4,gān hàn,"drought, arid, dry,","drought
arid
dry",46
6,3157,格式,格式,ge2 shi4,gé shì,"form, specification, format,","form
specification
format",46
6,3265,号召,號召,hao4 zhao4,hào zhào,"to call, to appeal,","to call
to appeal",46
6,3320,荒凉,荒涼,huang1 liang2,huāng liáng,"desolate,",desolate,46
6,3592,空想,空想,kong1 xiang3,kōng xiǎng,"daydream, fantasy, to fantasize,","daydream
fantasy
to fantasize",46
6,3612,筐,筐,kuang1,kuāng,"basket, CL:隻|只[zhī],","basket
CL:隻|只[zhi1]",46
6,3629,狼狈,狼狽,lang2 bei4,láng bèi,"in a difficult situation, to cut a sorry figure, scoundrel! (derogatory),","in a difficult situation
to cut a sorry figure
scoundrel! (derog.)",46
6,3644,里程碑,里程碑,li3 cheng2 bei1,lǐ chéng bēi,"milestone,",milestone,46
6,3905,凄凉,悽涼,qi1 liang2,qī liáng,"desolate,","mournful
miserable",46
6,3970,清澈,清澈,qing1 che4,qīng chè,"clear, limpid,",clear; limpid,46
6,4056,腮,腮,sai1,sāi,"cheek,",cheek,46
6,4309,投机,投機,tou2 ji1,tóu jī,"to speculate (on financial markets), opportunistic, congenial, agreeable,","to speculate (on financial markets)
opportunistic
congenial
agreeable",46
6,4322,团圆,團圓,tuan2 yuan2,tuán yuán,"to have a reunion,",to have a reunion,46
6,4876,致使,致使,zhi4 shi3,zhì shǐ,"to cause, to result in,","to cause
to result in",46
6,2536,颁布,頒布,ban1 bu4,bān bù,"to issue, to proclaim, to enact (laws, decrees etc),","to issue
to proclaim
to enact (laws, decrees etc)",45
6,2699,参照,參照,can1 zhao4,cān zhào,"to consult a reference, to refer to (another document),","to consult a reference
to refer to (another document)",45
6,3027,反倒,反倒,fan3 dao4,fǎn dào,"but on the contrary, but expectedly,","but on the contrary
but expectedly",45
6,3090,丰收,豐收,feng1 shou1,fēng shōu,"bumper harvest,",bumper harvest,45
6,3309,化石,化石,hua4 shi2,huà shí,"fossil,",fossil,45
6,3961,切实,切實,qie4 shi2,qiè shí,"feasible, earnestly, conscientiously, realistic, practical,","feasible
realistic
practical
earnestly
conscientiously",45
6,4203,爽快,爽快,shuang3 kuai5,shuǎng kuai,"refreshed, rejuvenated, frank and straightforward,","refreshed
rejuvenated
frank and straightforward",45
6,4402,无精打采,無精打采,wu2 jing1 da3 cai3,wú jīng dǎ cǎi,"dispirited and downcast (idiom); listless, in low spirits, washed out,","dispirited and downcast (idiom); listless
in low spirits
washed out",45
6,4801,照应,照應,zhao4 ying4,zhào yìng,"to correlate with, to correspond to,","to correlate with
to correspond to",45
6,2598,迸发,迸發,beng4 fa1,bèng fā,"to burst forth,",to burst forth,44
6,2782,秤,秤,cheng1,chèng,"steelyard, Roman balance, CL:臺|台[tái],","variant of 稱|称[cheng1], to weigh",44
6,2953,董事长,董事長,dong3 shi4 zhang3,dǒng shì zhǎng,"chairman of the board, chairman,",chairman of the board of directors,44
6,3098,幅度,幅度,fu2 du4,fú dù,"width, extent, range, scope,","width
extent
range
scope",44
6,3425,简要,簡要,jian3 yao4,jiǎn yào,"concise, brief,","concise
brief",44
6,3557,开明,開明,kai1 ming2,kāi míng,"enlightened, open-minded, enlightenment,","enlightened
open-minded
enlightenment",44
6,3790,抹杀,抹殺,mo3 sha1,mǒ shā,"to erase, to cover traces, to obliterate evidence, to expunge, to blot out, to suppress,","to erase
to cover traces
to obliterate evidence
to expunge
to blot out
to suppress",44
6,3851,配套,配套,pei4 tao4,pèi tào,"to form a complete set, coherent,","to form a complete set
compatible
matching
complementary",44
6,4172,逝世,逝世,shi4 shi4,shì shì,"to pass away, to die,","to pass away
to die",44
6,4363,威风,威風,wei1 feng1,wēi fēng,"might, awe-inspiring authority, impressive,","might
awe-inspiring authority
impressive",44
6,4574,压榨,壓榨,ya1 zha4,yā zhà,"to press, to squeeze, to extract juice, oil etc by squeezing,","to press
to squeeze
to extract juice, oil etc by squeezing",44
6,4677,英明,英明,ying1 ming2,yīng míng,"wise, brilliant,","wise
brilliant",44
6,4831,整顿,整頓,zheng3 dun4,zhěng dùn,"to tidy up, to reorganize, to consolidate, to rectify,","to tidy up
to reorganize
to consolidate
to rectify",44
6,4975,总和,總和,zong3 he2,zǒng hé,"sum,",sum,44
6,2589,本钱,本錢,ben3 qian2,běn qián,"capital,","capital
(fig.) asset; advantage; the means (to do sth)",43
6,3187,功效,功效,gong1 xiao4,gōng xiào,"efficacy,",efficacy,43
6,3700,垄断,壟斷,long3 duan4,lǒng duàn,"to enjoy market dominance, to monopolize,",to monopolize,43
6,4092,申报,申報,shen1 bao4,shēn bào,"to report (to the authorities), to declare (to customs),","to report (to the authorities)
to declare (to customs)",43
6,4440,狭隘,狹隘,xia2 ai4,xiá ài,"narrow, tight, narrow minded, lacking in experience,","narrow
tight
narrow minded
lacking in experience",43
6,4667,隐患,隱患,yin3 huan4,yǐn huàn,"a danger concealed within sth, hidden damage, misfortune not visible from the surface,","a danger concealed within sth
hidden damage
misfortune not visible from the surface",43
6,4807,真挚,真摯,zhen1 zhi4,zhēn zhì,"sincere, sincerity,","sincere
sincerity",43
6,2698,参谋,參謀,can1 mou2,cān móu,"staff officer, to give advice,","staff officer
to give advice",42
6,2723,岔,岔,cha4,chà,"fork in road, bifurcation, branch in road, river, mountain range etc, to branch off, to turn off, to diverge, to stray (from the path), to change the subject, to interrupt, to stagger (times),","fork in road
bifurcation
branch in road, river, mountain range etc
to branch off
to turn off
to diverge
to stray (from the path)
to change the subject
to interrupt
to stagger (times)",42
6,2726,柴油,柴油,chai2 you2,chái yóu,"diesel fuel,",diesel fuel,42
6,2784,吃力,吃力,chi1 li4,chī lì,"to entail strenuous effort, to toil at a task, strenuous, laborious, strain,","to entail strenuous effort
to toil at a task
strenuous
laborious
strain",42
6,2795,充沛,充沛,chong1 pei4,chōng pèi,"abundant, plentiful, vigorous,","abundant
plentiful
vigorous",42
6,2957,动荡,動盪,dong4 dang4,dòng dàng,"unrest (social or political), turmoil, upheaval, commotion,",variant of 動蕩|动荡[dong4 dang4],42
6,3143,高考,高考,gao1 kao3,gāo kǎo,"college entrance exam (abbr. for 普通高等學校招生全國統一考試|普通高等学校招生全国统一考试), entrance exam for senior government service posts (Taiwan),","college entrance exam (especially as abbr. for 普通高等學校招生全國統一考試|普通高等学校招生全国统一考试[Pu3 tong1 Gao1 deng3 Xue2 xiao4 Zhao1 sheng1 Quan2 guo2 Tong3 yi1 Kao3 shi4])
(Tw) entrance exam for senior government service posts (abbr. for 公務人員高等考試|公务人员高等考试)",42
6,3195,勾结,勾結,gou1 jie2,gōu jié,"to collude with, to collaborate with, to gang up with,","to collude with
to collaborate with
to gang up with",42
6,3334,会晤,會晤,hui4 wu4,huì wù,"to meet, meeting, conference,","to meet
meeting
conference",42
6,3461,接连,接連,jie1 lian2,jiē lián,"on end, in a row, in succession,","on end
in a row
in succession",42
