level,seq,simplified,traditional,pinyin,hsk_pinyin,english,cedict_meaning,freq
6,4380,未免,未免,wei4 mian3,wèi miǎn,"unavoidable, a bit too much, over the top (you exaggerate),","unavoidably
can't help
really
rather",78
6,4863,指南针,指南針,zhi3 nan2 zhen1,zhǐ nán zhēn,"compass,",compass,78
6,2855,搓,搓,cuo1,cuō,"to rub or roll between the hands or fingers, to twist,","to rub or roll between the hands or fingers
to twist",77
6,2940,雕刻,雕刻,diao1 ke4,diāo kè,"to carve, to engrave, carving,","to carve
to engrave
carving",77
6,3108,腐朽,腐朽,fu3 xiu3,fǔ xiǔ,"rotten, decayed, decadent, degenerate,","rotten
decayed
decadent
degenerate",77
6,3175,公认,公認,gong1 ren4,gōng rèn,"publicly known (to be), accepted (as),","publicly known (to be)
accepted (as)",77
6,3231,规章,規章,gui1 zhang1,guī zhāng,"rule, regulation,","rule
regulation",77
6,3276,合乎,合乎,he2 hu1,hé hū,"to accord with, conforming to,",to accord with; to conform to,77
6,3462,阶层,階層,jie1 ceng2,jiē céng,"hierarchy, stratum,",social class,77
6,3625,来历,來歷,lai2 li4,lái lì,"history, antecedents, origin,","history
antecedents
origin",77
6,4552,悬念,懸念,xuan2 nian4,xuán niàn,"suspense in a movie, play etc, concern for sb's welfare,","suspense in a movie, play etc
concern for sb's welfare",77
6,2665,补贴,補貼,bu3 tie1,bǔ tiē,"to subsidize, subsidy, allowance,","to subsidize
subsidy
allowance
to supplement (one's salary etc)
benefit",76
6,3058,匪徒,匪徒,fei3 tu2,fěi tú,"gangster, bandit,","gangster
bandit",76
6,3149,告诫,告誡,gao4 jie4,gào jiè,"to warn, to admonish,","to warn
to admonish",76
6,3431,间隔,間隔,jian4 ge2,jiàn gé,"compartment, gap, interval, to divide,","gap
interval
compartment
to divide
to separate
to leave a gap of (two weeks, three meters etc)",76
6,3449,交涉,交涉,jiao1 she4,jiāo shè,"to negotiate, relating to,","to negotiate (with)
to have dealings (with)",76
6,3808,内涵,內涵,nei4 han2,nèi hán,"meaning, content, essential properties implied or reflected by a notion, intention, connotation, self-possessed,","meaningful content
implication
connotation (semantics)
inner qualities (of a person)",76
6,4731,源泉,源泉,yuan2 quan2,yuán quán,"fountainhead, well-spring, water source, fig. origin,","fountainhead
well-spring
water source
fig. origin",76
6,4974,总而言之,總而言之,zong3 er2 yan2 zhi1,zǒng ér yán zhī,"in short, in a word, in brief,","in short
in a word
in brief",76
6,4986,阻挠,阻撓,zu3 nao2,zǔ náo,"to thwart, to obstruct (sth),","to thwart
to obstruct (sth)",76
6,2558,保养,保養,bao3 yang3,bǎo yǎng,"to take good care of (or conserve) one's health, to keep in good repair, to maintain, maintenance,","to take good care of (or conserve) one's health
to keep in good repair
to maintain
maintenance",75
6,2756,沉闷,沉悶,chen2 men4,chén mèn,"oppressive (of weather), heavy, depressed, not happy,","oppressive (of weather)
heavy
depressed
not happy
(of sound) dull
muffled",75
6,3585,课题,課題,ke4 ti2,kè tí,"task, problem, issue,","task
problem
issue",75
6,3691,留恋,留戀,liu2 lian4,liú liàn,"reluctant to leave, to hate to have to go, to recall fondly,","reluctant to leave
to hate to have to go
to recall fondly",75
6,3729,慢性,慢性,man4 xing4,màn xìng,"slow and patient, chronic (disease), slow to take effect (e.g. a slow poison),","slow and patient
chronic (disease)
slow to take effect (e.g. a slow poison)",75
6,4117,牲畜,牲畜,sheng1 chu4,shēng chù,"domesticated animals, livestock,","domesticated animals
livestock",75
6,4201,涮,涮,shuan4,shuàn,"to rinse, to trick, to fool sb, to cook by dipping finely sliced ingredients briefly in boiling water or soup (generally done at the dining table),","to rinse
to trick
to fool sb
to cook by dipping finely sliced ingredients briefly in boiling water or soup (generally done at the dining table)",75
6,4341,歪曲,歪曲,wai1 qu1,wāi qū,"to distort, to misrepresent,","to distort
to misrepresent",75
6,4559,学历,學歷,xue2 li4,xué lì,"educational background, academic qualifications,","educational background
academic qualifications",75
6,2521,巴不得,巴不得,ba1 bu5 de5,bā bù dé,"to be eager for, to long for, to look forward to,","(coll.) to be eager for
to long for
to look forward to",74
6,2540,半途而废,半途而廢,ban4 tu2 er2 fei4,bàn tú ér fèi,"to give up halfway (idiom); leave sth unfinished,",to give up halfway (idiom); leave sth unfinished,74
6,2757,沉思,沉思,chen2 si1,chén sī,"to contemplate, to ponder, contemplation, meditation,","to contemplate
to ponder
contemplation
meditation",74
6,2902,档次,檔次,dang4 ci4,dàng cì,"grade, class, quality, level,","grade
class
quality
level",74
6,2903,岛屿,島嶼,dao3 yu3,dǎo yǔ,"island,",island,74
6,3652,立体,立體,li4 ti3,lì tǐ,"three-dimensional, solid, stereoscopic,","three-dimensional
solid
stereoscopic",74
6,3943,签订,簽訂,qian1 ding4,qiān dìng,"to agree to and sign (a treaty etc),",to agree to and sign (a treaty etc),74
6,4136,时差,時差,shi2 cha1,shí chā,"time difference, time lag, jet lag,","time difference
time lag
jet lag",74
6,4199,衰退,衰退,shuai1 tui4,shuāi tuì,"to decline, to fall, to drop, to falter, a decline, recession (in economics),","to decline
to fall
to drop
to falter
a decline
recession (in economics)",74
6,4289,调解,調解,tiao2 jie3,tiáo jiě,"to mediate, to bring parties to an agreement,","to mediate
to bring parties to an agreement",74
6,4422,物资,物資,wu4 zi1,wù zī,"goods, supplies,","goods
supplies",74
6,2625,变质,變質,bian4 zhi4,biàn zhì,"to degenerate, to go bad, to deteriorate, metamorphosis,","to degenerate; to deteriorate
(of food) to go bad; to go off
(geology) metamorphism",73
6,2652,剥削,剝削,bo1 xue1,bō xuē,"to exploit, exploitation,","to exploit
exploitation",73
6,2990,对应,對應,dui4 ying4,duì yìng,"to correspond, a correspondence, corresponding, homologous, matching with sth, counterpart,",to correspond (to); to be equivalent to; to be a counterpart to,73
6,3259,航天,航天,hang2 tian1,háng tiān,"space flight,",space flight,73
6,4205,水龙头,水龍頭,shui3 long2 tou2,shuǐ lóng tóu,"faucet, tap,","faucet
tap",73
6,4706,舆论,輿論,yu2 lun4,yú lùn,"public opinion,",public opinion,73
6,4739,酝酿,醞釀,yun4 niang4,yùn niàng,"(of alcohol) to ferment, (of a crisis) to be brewing, to mull over (an issue), to hold exploratory discussions,","(of alcohol) to ferment
(of a crisis) to be brewing
to mull over (an issue)
to hold exploratory discussions",73
6,4761,造反,造反,zao4 fan3,zào fǎn,"to rebel, to revolt,","to rebel
to revolt",73
6,4821,争端,爭端,zheng1 duan1,zhēng duān,"dispute, controversy, conflict,","dispute
controversy
conflict",73
6,4909,株,株,zhu1,zhū,"tree trunk, stump (tree root), a plant, classifier for trees or plants, to involve others (in shady business),","tree trunk
stump (tree root)
a plant
classifier for trees or plants
strain (biology)
to involve others (in shady business)",73
6,4916,主流,主流,zhu3 liu2,zhǔ liú,"main stream (of a river), fig. the essential point, main viewpoint of a matter, mainstream (culture etc),","main stream (of a river)
fig. the essential point
main viewpoint of a matter
mainstream (culture etc)",73
6,2611,编织,編織,bian1 zhi1,biān zhī,"to weave, to knit, to plait, to braid,","to weave; to knit; to plait; to braid
(fig.) to create (sth abstract, e.g. a dream, a lie etc)",72
6,3162,跟前,跟前,gen1 qian2,gēn qián,"in front of, close to, nearby, the time just before,","the front (of)
(in) front
(in) sb's presence
just before (a date)",72
6,3443,桨,槳,jiang3,jiǎng,"oar, paddle,","oar
paddle",72
6,3541,咀嚼,咀嚼,ju3 jue2,jǔ jué,"to chew, to think over,","to chew
to think over",72
6,3642,愣,愣,leng4,lèng,"to look distracted, to stare blankly, distracted, blank, (coll.) unexpectedly, rash, rashly,","to look distracted
to stare blankly
distracted
blank
(coll.) unexpectedly
rash
rashly",72
6,4395,诬陷,誣陷,wu1 xian4,wū xiàn,"to entrap, to frame, to plant false evidence against sb,","to entrap
to frame
to plant false evidence against sb",72
6,4406,无理取闹,無理取鬧,wu2 li3 qu3 nao4,wú lǐ qǔ nào,"to make trouble without reason (idiom); to be deliberately provocative,",to make trouble without reason (idiom); to be deliberately provocative,72
6,2569,报销,報銷,bao4 xiao1,bào xiāo,"to submit an expense account, to apply for reimbursement, to write off, to wipe out,","to submit an expense account
to apply for reimbursement
to write off
to wipe out",71
6,3097,敷衍,敷衍,fu1 yan3,fū yǎn,"to elaborate (on a theme), to expound (the classics), perfunctory, to skimp, to botch, to do sth half-heartedly or just for show, barely enough to get by,","to elaborate (on a theme)
to expound (the classics)
perfunctory
to skimp
to botch
to do sth half-heartedly or just for show
barely enough to get by",71
6,3227,广阔,廣闊,guang3 kuo4,guǎng kuò,"wide, vast,","wide
vast",71
6,3571,考古,考古,kao3 gu3,kǎo gǔ,"archaeology,",archaeology,71
6,3619,捆绑,捆綁,kun3 bang3,kǔn bǎng,"to bind,",to bind,71
6,3753,弥漫,彌漫,mi2 man4,mí màn,"variant of 彌漫|弥漫[mí màn],","to pervade
to fill the air
diffuse
everywhere present
about to inundate (water)
permeated by (smoke)
filled with (dust)
to saturate (the air with fog, smoke etc)",71
6,3999,趣味,趣味,qu4 wei4,qù wèi,"fun, interest, delight, taste, liking, preference,","fun; interest; delight
taste; liking; preference",71
6,4047,容貌,容貌,rong2 mao4,róng mào,"one's appearance, one's aspect, looks, features,","one's appearance
one's aspect
looks
features",71
6,4048,容纳,容納,rong2 na4,róng nà,"to hold, to contain, to accommodate, to tolerate (different opinions),","to hold
to contain
to accommodate
to tolerate (different opinions)",71
6,4276,天然气,天然氣,tian1 ran2 qi4,tiān rán qì,"natural gas,",natural gas,71
6,4985,阻拦,阻攔,zu3 lan2,zǔ lán,"to stop, to obstruct,","to stop
to obstruct",71
6,2827,传授,傳授,chuan2 shou4,chuán shòu,"to impart, to pass on, to teach,",to impart; to pass on; to teach,70
6,3630,朗读,朗讀,lang3 du2,lǎng dú,"read aloud, read loudly and clearly,",to read aloud,70
6,3778,名副其实,名副其實,ming2 fu4 qi2 shi2,míng fù qí shí,"not just in name only, but also in reality (idiom),","not just in name only, but also in reality (idiom)
aptly named
worthy of the name",70
6,3892,破例,破例,po4 li4,pò lì,"to make an exception,",to make an exception,70
6,4097,神情,神情,shen2 qing2,shén qíng,"look, expression,",look; expression,70
6,4109,生机,生機,sheng1 ji1,shēng jī,"opportunity to live, to reprieve from death, life force, vitality,","opportunity to live
to reprieve from death
life force
vitality",70
6,4790,长辈,長輩,zhang3 bei4,zhǎng bèi,"one's elders, older generation,","one's elders
older generation",70
6,4981,租赁,租賃,zu1 lin4,zū lìn,"to rent, to lease, to hire,",to rent; to lease; to hire,70
6,3271,和睦,和睦,he2 mu4,hé mù,"peaceful relations, harmonious,","peaceful relations
harmonious",69
6,3297,候选,候選,hou4 xuan3,hòu xuǎn,"candidate,",candidate (attributive),69
6,3527,就业,就業,jiu4 ye4,jiù yè,"looking for employment, getting a job, to start a career,","to get a job
employment",69
6,3531,拘束,拘束,ju1 shu4,jū shù,"to restrict, to restrain, constrained, awkward, ill at ease, uncomfortable, reticent,","to restrict
to restrain
constrained
awkward
ill at ease
uncomfortable
reticent",69
6,3536,局限,侷限,ju2 xian4,jú xiàn,"to limit, to confine, to restrict sth within set boundaries,",variant of 局限[ju2 xian4],69
6,3664,连同,連同,lian2 tong2,lián tóng,"together with, along with,","together with
along with",69
6,4077,上游,上游,shang4 you2,shàng yóu,"upper reaches (of a river), upper level, upper echelon, upstream,","upper reaches (of a river)
upper level
upper echelon
upstream",69
6,4453,闲话,閒話,xian2 hua4,xián huà,"digression, gossip, complaint, scandal, CL:段[duàn],","casual conversation
chat
gossip
to talk about (whatever comes to mind)",69
6,4473,响应,響應,xiang3 ying4,xiǎng yìng,"respond to, answer, CL:個|个[gè],","to respond to
answer
CL:個|个[ge4]",69
6,4972,宗旨,宗旨,zong1 zhi3,zōng zhǐ,"objective, aim, goal,","objective
aim
goal",69
6,2561,抱负,抱負,bao4 fu4,bào fù,"aspiration, ambition,","aspiration
ambition",68
6,3134,干劲,幹勁,gan4 jin4,gàn jìn,"enthusiasm for doing sth,",enthusiasm for doing sth,68
6,3556,开朗,開朗,kai1 lang3,kāi lǎng,"spacious and well-lit, open and clear, to open out (onto a wider vista), optimistic, cheerful, carefree, easy-going, open-minded,","spacious and well-lit
open and clear
(of character) optimistic
cheerful
carefree",68
6,3600,口腔,口腔,kou3 qiang1,kǒu qiāng,"oral cavity,",oral cavity,68
6,3817,凝固,凝固,ning2 gu4,níng gù,"to freeze, to solidify, to congeal, fig. with rapt attention,","to freeze
to solidify
to congeal
fig. with rapt attention",68
6,3981,晴朗,晴朗,qing2 lang3,qíng lǎng,"sunny and cloudless,",sunny and cloudless,68
6,4295,停顿,停頓,ting2 dun4,tíng dùn,"to halt, to break off, pause (in speech),","to halt
to break off
pause (in speech)",68
6,4635,一再,一再,yi1 zai4,yī zài,"repeatedly,",repeatedly,68
6,4931,专程,專程,zhuan1 cheng2,zhuān chéng,"special-purpose trip,","specifically
specially (for that purpose)",68
6,2729,缠绕,纏繞,chan2 rao4,chán rào,"twisting, to twine, to wind, to pester, to bother,","twisting
to twine
to wind
to pester
to bother",67
6,3102,福气,福氣,fu2 qi5,fú qi,"good fortune, to enjoy good fortune,","good fortune
a blessing",67
6,3167,更正,更正,geng1 zheng4,gēng zhèng,"to correct, to make a correction,","to correct
to make a correction",67
6,4044,日益,日益,ri4 yi4,rì yì,"day by day, more and more, increasingly, more and more with each passing day,","day by day
more and more
increasingly
more and more with each passing day",67
6,4046,溶解,溶解,rong2 jie3,róng jiě,"to dissolve,",to dissolve,67
6,4237,索赔,索賠,suo3 pei2,suǒ péi,"to ask for compensation, to claim damages, claim for damages,","to ask for compensation
to claim damages
claim for damages",67
6,4246,贪污,貪污,tan1 wu1,tān wū,"corruption,","to be corrupt
corruption
to embezzle",67
6,4940,传记,傳記,zhuan4 ji4,zhuàn jì,"biography, CL:篇,部[bù],","biography
CL:篇[pian1],部[bu4]",67
6,2985,对称,對稱,dui4 chen4,duì chèn,"symmetry, symmetrical,","symmetry
symmetrical",66
6,3318,缓和,緩和,huan3 he2,huǎn hé,"to ease (tension), to alleviate, to moderate, to allay, to make more mild,","to ease (tension)
to alleviate
to moderate
to allay
to make more mild",66
6,3658,力所能及,力所能及,li4 suo3 neng2 ji2,lì suǒ néng jí,"as far as one's capabilities extend (idiom); to the best of one's ability, within one's powers,","as far as one's capabilities extend (idiom); to the best of one's ability
within one's powers",66
6,4254,叹气,嘆氣,tan4 qi4,tàn qì,"to sigh, to heave a sigh,","to sigh
to heave a sigh",66
6,4313,秃,禿,tu1,tū,"bald, blunt,","bald
blunt",66
6,4680,盈利,盈利,ying2 li4,yíng lì,"profit, gain,","profit
gain
to make profits",66
6,2506,暧昧,曖昧,ai4 mei4,ài mèi,"vague, ambiguous, equivocal, dubious,","vague
ambiguous
equivocal
dubious",65
6,2759,沉着,沉著,chen2 zhuo2,chén zhuó,"steady, calm and collected, not nervous,","steady
calm and collected
not nervous",65
6,2971,独裁,獨裁,du2 cai2,dú cái,"dictatorship,",dictatorship,65
6,3553,开采,開採,kai1 cai3,kāi cǎi,"to extract (ore or other resource from a mine), to exploit, to mine,","to extract (ore or other resource from a mine)
to exploit
to mine",65
6,4355,惋惜,惋惜,wan3 xi1,wǎn xī,"to feel sorry for a person over sth that should have happened,","to regret
to feel that it is a great pity
to feel sorry for sb",65
6,4696,优越,優越,you1 yue4,yōu yuè,"superior, superiority,","superior
superiority",65
6,4710,予以,予以,yu3 yi3,yǔ yǐ,"to give, to impose, to apply,","to give
to impose
to apply",65
6,2547,包庇,包庇,bao1 bi4,bāo bì,"to shield, to harbor, to cover up,","to shield
to harbor
to cover up",64
6,4284,条理,條理,tiao2 li3,tiáo lǐ,"arrangement, order, tidiness,","arrangement
order
tidiness",64
6,4389,文雅,文雅,wen2 ya3,wén yǎ,"elegant, refined,","elegant
refined",64
6,4447,鲜明,鮮明,xian1 ming2,xiān míng,"bright, clear-cut, distinct,","bright
clear-cut
distinct",64
6,2775,成效,成效,cheng2 xiao4,chéng xiào,"effect, result,","effect
result",63
6,3677,吝啬,吝嗇,lin4 se4,lìn sè,"stingy, mean, miserly,","stingy
mean
miserly",63
6,4336,唾沫,唾沫,tuo4 mo5,tuò mo,"spittle, saliva,","spittle
saliva",63
6,4427,昔日,昔日,xi1 ri4,xī rì,"formerly, in olden days,","former days
in the past",63
6,4441,狭窄,狹窄,xia2 zhai3,xiá zhǎi,"narrow,",narrow,63
6,4523,性能,性能,xing4 neng2,xìng néng,"function, performance,",function; performance; behavior,63
6,2586,奔波,奔波,ben1 bo1,bēn bō,"to rush about, to be constantly on the move,","to rush about
to be constantly on the move",62
6,2767,乘务员,乘務員,cheng2 wu4 yuan2,chéng wù yuán,"attendant on an airplane, train, boat etc,","attendant on an airplane, train, boat etc",62
6,3290,宏伟,宏偉,hong2 wei3,hóng wěi,"grand, imposing, magnificent,","grand
imposing
magnificent",62
6,3740,没辙,沒轍,mei2 zhe2,méi zhé,"(idiom) unable to solve; no way to escape a problem,","at one's wit's end
unable to find a way out",62
6,3871,拼搏,拼搏,pin1 bo2,pīn bó,"to struggle, to wrestle,","to struggle
to wrestle",62
6,4410,无忧无虑,無憂無慮,wu2 you1 wu2 lv4,wú yōu wú lǜ,"carefree and without worries (idiom),",carefree and without worries (idiom),62
6,4476,向来,向來,xiang4 lai2,xiàng lái,"always (previously),",always (previously),62
6,4618,要素,要素,yao4 su4,yào sù,"essential factor, key constituent,","essential factor
key constituent",62
6,4650,一帆风顺,一帆風順,yi1 fan1 feng1 shun4,yī fān fēng shùn,"propitious wind throughout the journey (idiom), plain sailing, to go smoothly, have a nice trip!,","propitious wind throughout the journey (idiom)
plain sailing
to go smoothly
have a nice trip!",62
6,4687,勇于,勇於,yong3 yu2,yǒng yú,"to dare to, to be brave enough to,","to dare to
to be brave enough to",62
6,4740,孕育,孕育,yun4 yu4,yùn yù,"to be pregnant, to produce offspring, to nurture (a development, school of thought, artwork etc), fig. replete with (culture etc),","to be pregnant
to produce offspring
to nurture (a development, school of thought, artwork etc)
fig. replete with (culture etc)",62
6,4944,庄重,莊重,zhuang1 zhong4,zhuāng zhòng,"grave, solemn, dignified,","grave
solemn
dignified",62
6,2760,陈旧,陳舊,chen2 jiu4,chén jiù,"old-fashioned,",old-fashioned,61
6,2853,摧残,摧殘,cui1 can2,cuī cán,"to ravage, to ruin,","to ravage
to ruin",61
6,3734,茫茫,茫茫,mang2 mang2,máng máng,"boundless, vast and obscure,","boundless
vast and obscure",61
6,4166,事项,事項,shi4 xiang4,shì xiàng,"matter, item,","matter
item",61
6,4438,细致,細緻,xi4 zhi4,xì zhì,"delicate, fine, careful, meticulous, painstaking,","delicate
fine
careful
meticulous
painstaking",61
6,4538,绣,綉,xiu4,xiù,"to embroider, embroidery,",variant of 繡|绣[xiu4],61
6,2965,动员,動員,dong4 yuan2,dòng yuán,"to mobilize, to arouse, mobilization, CL:次,個|个[gè],","to mobilize
mobilization
CL:次[ci4]",60
6,3634,牢骚,牢騷,lao2 sao1,láo sāo,"discontent, complaint, to complain,","discontent
complaint
to complain",60
6,3818,凝聚,凝聚,ning2 ju4,níng jù,"to condense, to coagulate, coacervation (i.e. form tiny droplets), aggregation, coherent,","to condense
to coagulate
coacervation (i.e. form tiny droplets)
aggregation
coherent",60
6,3840,攀登,攀登,pan1 deng1,pān dēng,"to climb, to pull oneself up, to clamber, to scale, fig. to forge ahead in the face of hardships and danger,","to climb
to pull oneself up
to clamber
to scale
fig. to forge ahead in the face of hardships and danger",60
6,4737,运算,運算,yun4 suan4,yùn suàn,"(mathematical) operation,","to perform calculations
(mathematical) operation",60
6,2846,次序,次序,ci4 xu4,cì xù,"sequence, order,",sequence; order,59
6,3121,复兴,復興,Fu4 xing1,fù xīng,"to revive, to rejuvenate,","Fuxing district of Handan city 邯鄲市|邯郸市[Han2 dan1 shi4], Hebei
Fuxing or Fuhsing township in Taoyuan county 桃園縣|桃园县[Tao2 yuan2 xian4], north Taiwan",59
6,3378,急躁,急躁,ji2 zao4,jí zào,"irritable, irascible, impetuous,","irritable; irascible
impetuous",59
6,3415,尖端,尖端,jian1 duan1,jiān duān,"sharp pointed end, the tip, the cusp, tip-top, most advanced and sophisticated, highest peak, the best,","sharp pointed end
the tip
the cusp
tip-top
most advanced and sophisticated
highest peak
the best",59
6,3697,流通,流通,liu2 tong1,liú tōng,"to circulate, to distribute, circulation, distribution,","to circulate; to distribute
circulation; distribution",59
6,3857,批判,批判,pi1 pan4,pī pàn,"to criticize, critique, CL:個|个[gè],","to criticize
critique
CL:個|个[ge4]",59
6,4210,思索,思索,si1 suo3,sī suǒ,"to think deeply, to ponder,","to think deeply
to ponder",59
6,4429,夕阳,夕陽,xi1 yang2,xī yáng,"sunset, the setting sun,","sunset
the setting sun",59
6,2687,才干,才幹,cai2 gan4,cái gàn,"ability, competence,","ability
competence",58
6,3016,发炎,發炎,fa1 yan2,fā yán,"to become inflamed, inflammation,","to become inflamed
inflammation",58
6,3888,屏障,屏障,ping2 zhang4,píng zhàng,"protective screen,",barrier,58
6,3947,谦逊,謙遜,qian1 xun4,qiān xùn,"humble, modest, unpretentious, modesty,","humble
modest
unpretentious
modesty",58
6,4008,缺口,缺口,que1 kou3,quē kǒu,"nick, jag, gap, shortfall,","nick
jag
gap
shortfall",58
6,4062,嫂子,嫂子,sao3 zi5,sǎo zi,"(informal) older brother's wife, sister-in-law, CL:個|个[gè],",(coll.) older brother's wife; sister-in-law,58
6,4200,率领,率領,shuai4 ling3,shuài lǐng,"to lead, to command, to head,","to lead
to command
to head",58
6,4232,随手,隨手,sui2 shou3,suí shǒu,"conveniently, without extra trouble, while doing it, in passing,","conveniently
without extra trouble
while doing it
in passing",58
6,4401,无非,無非,wu2 fei1,wú fēi,"only, nothing else,","only
nothing else",58
6,4458,现成,現成,xian4 cheng2,xiàn chéng,"ready-made, readily available,","ready-made
readily available",58
6,4705,愚昧,愚昧,yu2 mei4,yú mèi,"ignorant, uneducated,","ignorant; uneducated
ignorance",58
6,4734,乐谱,樂譜,yue4 pu3,yuè pǔ,"a musical score, sheet music,","a musical score
sheet music",58
6,4779,展望,展望,zhan3 wang4,zhǎn wàng,"outlook, prospect, to look ahead, to look forward to,","outlook
prospect
to look ahead
to look forward to",58
6,2786,迟疑,遲疑,chi2 yi2,chí yí,"to hesitate,",to hesitate,57
6,3509,惊动,驚動,jing1 dong4,jīng dòng,"alarm, alert, disturb,","to alarm
to startle
to disturb",57
6,3735,茫然,茫然,mang2 ran2,máng rán,"blankly, vacantly, at a loss,","blankly
vacantly
at a loss",57
6,3946,迁徙,遷徙,qian1 xi3,qiān xǐ,"to migrate, to move,","to migrate
to move",57
6,3994,曲折,曲折,qu1 zhe2,qū zhé,"complicated, winding,","winding
(fig.) complicated",57
6,4258,滔滔不绝,滔滔不絕,tao1 tao1 bu4 jue2,tāo tāo bù jué,"unceasing torrent (idiom), talking non-stop, gabbling forty to the dozen,","unceasing torrent (idiom)
talking non-stop
gabbling forty to the dozen",57
6,4524,性情,性情,xing4 qing2,xìng qíng,"nature, temperament,","nature
temperament",57
6,4572,压缩,壓縮,ya1 suo1,yā suō,"to compress, compression,",to compress; compression,57
6,3131,甘心,甘心,gan1 xin1,gān xīn,"to be willing to, to resign oneself to,","to be willing to
to resign oneself to",56
6,3191,巩固,鞏固,gong3 gu4,gǒng gù,"to consolidate, consolidation, to strengthen,","to consolidate
consolidation
to strengthen",56
6,3549,觉醒,覺醒,jue2 xing3,jué xǐng,"to awaken, to come to realize, awakened to the truth, the truth dawns upon one, scales fall from the eyes, to become aware,","to awaken
to come to realize
awakened to the truth
the truth dawns upon one
scales fall from the eyes
to become aware",56
6,4090,深沉,深沉,shen1 chen2,shēn chén,"deep, extreme, dull, low pitched (sound),","deep
profound
(of a person) reserved
undemonstrative
(of a voice, sound etc) deep
low-pitched",56
6,4159,示意,示意,shi4 yi4,shì yì,"to hint, to indicate (an idea to sb),","to hint
to indicate (an idea to sb)",56
6,2535,败坏,敗壞,bai4 huai4,bài huài,"to ruin, to corrupt, to undermine,","to ruin
to corrupt
to undermine",55
6,2731,阐述,闡述,chan3 shu4,chǎn shù,"to expound (a position), to elaborate (on a topic), to treat (a subject),","to expound (a position)
to elaborate (on a topic)
to treat (a subject)",55
6,3038,泛滥,泛濫,fan4 lan4,fàn làn,"to be in flood, to overflow (the banks), to inundate, to spread unchecked,","to be in flood
to overflow (the banks)
to inundate
to spread unchecked",55
6,3041,方言,方言,Fang1 yan2,fāng yán,"dialect,","the first Chinese dialect dictionary, edited by Yang Xiong 揚雄|扬雄[Yang2 Xiong2] in 1st century, containing over 9000 characters",55
6,3247,过问,過問,guo4 wen4,guò wèn,"to show an interest in, to get involved with,","to show an interest in
to get involved with",55
6,3266,耗费,耗費,hao4 fei4,hào fèi,"to waste, to spend, to consume, to squander,","to waste
to spend
to consume
to squander",55
6,3848,培育,培育,pei2 yu4,péi yù,"to train, to breed,","to train
to breed",55
6,3989,请帖,請帖,qing3 tie3,qǐng tiě,"invitation card, written invitation,","invitation card
written invitation",55
6,4168,适宜,適宜,shi4 yi2,shì yí,"suitable, appropriate,","suitable
appropriate",55
6,4296,停滞,停滯,ting2 zhi4,tíng zhì,"stagnation, at a standstill, bogged down,","stagnation
at a standstill
bogged down",55
6,4569,押金,押金,ya1 jin1,yā jīn,"deposit, down payment,","deposit
down payment",55
6,4583,严禁,嚴禁,yan2 jin4,yán jìn,"strictly prohibit,",to strictly prohibit,55
6,2518,奥秘,奧祕,ao4 mi4,ào mì,"secret, mystery,","secret
mystery",54
6,2637,表彰,表彰,biao3 zhang1,biǎo zhāng,"to honor, to commend, to cite (in dispatches),","to honor
to commend
to cite (in dispatches)",54
6,2868,打量,打量,da3 liang5,dǎ liang,"to size sb up, to take measure of, to suppose, to reckon,","to size sb up
to look sb up and down
to take the measure of
to suppose
to reckon",54
6,3312,划分,劃分,hua4 fen1,huà fēn,"to divide,","to divide up
to partition
to differentiate",54
6,3453,焦急,焦急,jiao1 ji2,jiāo jí,"anxiety, anxious,","anxiety
anxious",54
6,3941,牵制,牽制,qian1 zhi4,qiān zhì,"to control, to curb, to restrict, to impede, to pin down (enemy troops),","to control
to curb
to restrict
to impede
to pin down (enemy troops)",54
6,4003,权衡,權衡,quan2 heng2,quán héng,"to weigh, to consider, to assess, to balance, to trade-off,","to consider
to weigh (a matter)
to balance (pros and cons)",54
6,4054,若干,若干,ruo4 gan1,ruò gān,"a certain number or amount, how many?, how much?,","a certain number or amount
how many?
how much?",54
6,4472,响亮,響亮,xiang3 liang4,xiǎng liàng,"loud and clear, resounding,","loud and clear
resounding",54
6,4589,炎热,炎熱,yan2 re4,yán rè,"blistering hot, sizzling hot (weather),","blistering hot
sizzling hot (weather)",54
6,4682,应酬,應酬,ying4 chou5,yìng chou,"social niceties, social interaction, a dinner party,","to engage in social activities; to socialize
dinner party; banquet; social engagement",54
6,4939,转折,轉折,zhuan3 zhe2,zhuǎn zhé,"shift in the trend of events, plot shift in a book, twists and turns,","shift in the trend of events
turnaround
plot shift in a book
turn in the conversation",54
6,2582,背诵,背誦,bei4 song4,bèi sòng,"recite, repeat from memory,","to recite
to repeat from memory",53
6,2897,当务之急,當務之急,dang1 wu4 zhi1 ji2,dāng wù zhī jí,"top priority job, matter of vital importance,","top priority job
matter of vital importance",53
6,2988,对立,對立,dui4 li4,duì lì,"to oppose, to set sth against, to be antagonistic to, antithetical, relative opposite, opposing, diametrical,","to oppose
to set sth against
to be antagonistic to
antithetical
relative opposite
opposing
diametrical",53
6,3119,附属,附屬,fu4 shu3,fù shǔ,"subsidiary, auxiliary, attached, affiliated, subordinate, subordinating,","subsidiary
auxiliary
attached
affiliated
subordinate
subordinating",53
6,4123,盛开,盛開,sheng4 kai1,shèng kāi,"blooming, in full flower,","blooming
in full flower",53
